movie_id,crew_name,job,department
303483,Marie-Castille Mention-Schaar,Director,Directing
201277,Antonio Hens,Director,Directing
49398,Jean Yanne,Director,Directing
128767,Yannis Smaragdis,Director,Directing
300600,Mack Lindon,Director,Directing
332177,Jen Soska,Director,Directing
332177,Sylvia Soska,Director,Directing
338518,Neil Jones,Director,Directing
285549,Romain Basset,Director,Directing
297633,Jac Mulder,Director,Directing
286548,Wych Kaosayananda,Director,Directing
272435,Anne Fontaine,Director,Directing
290556,Philippe Martinez,Director,Directing
142391,Thomas Gomez Durham,Director,Directing
283686,Lluís Quílez,Director,Directing
296367,Luca Boni,Director,Directing
296367,Marco Ristori,Director,Directing
307479,April Mullen,Director,Directing
16261,Frank Longo,Director,Directing
179340,Mark Lamprell,Director,Directing
92424,Emmanuel Mouret,Director,Directing
31003,Richard Elfman,Director,Directing
230217,Antoinette Beumer,Director,Directing
40000,Patrick Rand,Director,Directing
73933,Jesse T. Cook,Director,Directing
77171,Bill Philputt,Director,Directing
37789,Koji Masunari,Director,Directing
44859,Howard Avedis,Director,Directing
41574,Gary Jones,Director,Directing
41587,Yves Simoneau,Director,Directing
168361,Joyce Chopra,Director,Directing
279692,Kevin Hooks,Director,Directing
29597,John R. Bowey,Director,Directing
4645,Vicco von Bülow,Director,Directing
52653,Ajmal Zaheer Ahmad 	,Director,Directing
287793,Joel Soisson,Director,Directing
21896,Pieter Kramer,Director,Directing
29797,Michael Feifer,Director,Directing
65683,Indra Kumar,Director,Directing
258353,Terry Ingram,Director,Directing
63326,Michael Feifer,Director,Directing
116379,Paul Schneider,Director,Directing
161825,Michael Scott,Director,Directing
221981,David Jackson,Director,Directing
344255,Jason Bourque,Director,Directing
68193,Jim Donovan,Director,Directing
39824,Russell Mulcahy,Director,Directing
200450,Gary O. Bennett,Director,Directing
262522,Dennis Berry,Director,Directing
137776,Vic Sarin,Director,Directing
226701,Michael Feifer,Director,Directing
306825,Michael Feifer,Director,Directing
225850,Vic Sarin,Director,Directing
270383,Vic Sarin,Director,Directing
259894,Curtis Crawford,Director,Directing
159763,Curtis Crawford,Director,Directing
103635,Robert Malenfant,Director,Directing
288668,Matthew Patrick,Director,Directing
69393,Tim Matheson,Director,Directing
157655,Graeme Campbell,Director,Directing
38330,Douglas Jackson,Director,Directing
346570,Vanessa Parise,Director,Directing
242466,Doug Campbell,Director,Directing
239513,Don E. FauntLeRoy,Director,Directing
224251,Joan Micklin Silver,Director,Directing
264560,James A. Contner,Director,Directing
70104,Charles Robert Carner,Director,Directing
60664,Douglas Jackson,Director,Directing
143966,Terry Ingram,Director,Directing
116609,Douglas Jackson,Director,Directing
157075,Bill Corcoran,Director,Directing
122982,Andrew Lane,Director,Directing
17241,Peter Markle,Director,Directing
118406,Hayato Date,Director,Directing
75471,Craig R. Baxley,Director,Directing
42554,Doug Campbell,Director,Directing
140934,Michelle Mower,Director,Directing
110204,Bobby Roth,Director,Directing
78403,Jared Cohn,Director,Directing
81470,Rene Martinez Jr.,Director,Directing
38364,John Paddy Carstairs,Director,Directing
108391,Joe Cacaci,Director,Directing
64572,José Bénazéraf,Director,Directing
128979,Peter Rowe,Director,Directing
23692,Robert Day,Director,Directing
65367,Ti West,Director,Directing
114162,Nigel Wingrove,Director,Directing
9949,Junichi Suzuki,Director,Directing
130267,John Stockwell,Director,Directing
58075,Anthony Page,Director,Directing
42966,Milan Luthria,Director,Directing
41993,Pang Ho-cheung,Director,Directing
123938,Nancy Kelly,Director,Directing
42140,Markus Imhoof,Director,Directing
21181,Michael James Rowland,Director,Directing
104431,Vera Fogwill,Director,Directing
104431,Martín De Salvo,Director,Directing
43764,Ali Rafie,Director,Directing
273707,Sean Hartofilis,Director,Directing
89309,Ruxandra Zenide,Director,Directing
72544,Martin Gabel,Director,Directing
268245,Michael Levine,Director,Directing
257238,Joshua Overbay,Director,Directing
279086,Ngozi Onwurah,Director,Directing
46106,Kōji Wakamatsu,Director,Directing
74666,Keren Yedaya,Director,Directing
73329,Stavros Tsiolis,Director,Directing
250376,Chris Lowell,Director,Directing
143144,Mark Lund,Director,Directing
37413,Arnold Laven,Director,Directing
43773,Alireza Raisian,Director,Directing
36329,Park Chan-ok,Director,Directing
117343,Lech Majewski,Director,Directing
43756,Aubrey Nealon,Director,Directing
243462,Bob Balaban,Director,Directing
212748,Jeff Barnaby,Director,Directing
46197,Michael Swan,Director,Directing
192644,Rohit Colin Rao,Director,Directing
8932,Annemarie Jacir,Director,Directing
86777,Samuel Fuller,Director,Directing
74477,Sarab Neelam,Director,Directing
173917,Sam Fleischner,Director,Directing
71243,Lesley Selander,Director,Directing
144206,Andy de Emmony,Director,Directing
152266,John Farrow,Director,Directing
301368,Blake Calhoun,Director,Directing
171648,Arild Østin Ommundsen,Director,Directing
75981,Serge Bozon,Director,Directing
202960,Andrew Douglas,Director,Directing
263794,Marni Zelnick,Director,Directing
30688,Albertina Carri,Director,Directing
161565,Sidney J. Furie,Director,Directing
317144,Ben Chanan,Director,Directing
73098,Mitch Hedberg,Director,Directing
174350,Banker White,Director,Directing
174350,Anna Fitch,Director,Directing
234555,Mark Devries,Director,Directing
209248,Rudolf Schündler,Director,Directing
44647,Chris Dowling,Director,Directing
213648,Alessandro Di Robilant,Director,Directing
240154,Josh Stolberg,Director,Directing
285024,Joshua Safdie,Director,Directing
285024,Ben Safdie,Director,Directing
284729,Avinash Arun,Director,Directing
29109,Timothy Bond,Director,Directing
193652,Oskar Fischinger,Director,Directing
49190,Yim Pil-sung,Director,Directing
24686,Marius Balchunas,Director,Directing
277237,Gerard Johnson,Director,Directing
146371,Kim Yong-Han,Director,Directing
41945,Ken Russell,Director,Directing
179641,Dennis Berry,Director,Directing
331781,Asif Kapadia,Director,Directing
37613,Radha Bharadwaj,Director,Directing
72183,Joe Brewster,Director,Directing
253622,Dante Lam,Director,Directing
25764,E J-yong,Director,Directing
46783,Amos Kollek,Director,Directing
272892,William Savage,Director,Directing
140489,Andrew Bowser,Director,Directing
140489,Joseph M. Petrick,Director,Directing
29562,Jean Rollin,Director,Directing
277702,Deon Taylor,Director,Directing
195912,Jerzy Skolimowski,Director,Directing
57327,Brigitte Roüan,Director,Directing
63319,Rebecca Zlotowski,Director,Directing
343977,Spike Brandt,Director,Directing
343977,Tony Cervone,Director,Directing
72972,Spike Brandt,Director,Directing
72972,Tony Cervone,Director,Directing
14787,James T. Walker,Director,Directing
42246,Bill Kopp,Director,Directing
43956,Spike Brandt,Director,Directing
43956,Jeff Siergey,Director,Directing
199753,Spike Brandt,Director,Directing
199753,Tony Cervone,Director,Directing
139374,Kad Merad,Director,Directing
139374,Olivier Baroux,Director,Directing
39408,John Sherwood,Director,Directing
251671,Sanne Vogel,Director,Directing
45302,Terry Cunningham,Director,Directing
86326,Richard Friedman,Director,Directing
124042,Michael Toshiyuki Uno,Director,Directing
202722,Patrick Desmarattes,Director,Directing
58487,Dominique Farrugia,Director,Directing
159389,Courteney Cox,Director,Directing
125911,Tony Barbieri,Director,Directing
19598,Peter Paige,Director,Directing
100061,Benjamin Gilmour,Director,Directing
121604,Ray Burdis,Director,Directing
55012,Michel Welterlin,Director,Directing
56766,Bill Eagles,Director,Directing
110122,Eric Hayden,Director,Directing
115290,Jake Newsome,Director,Directing
96995,Arvin Brown,Director,Directing
82626,Adam Lipsius,Director,Directing
174341,Neil LaBute,Director,Directing
108322,Henry Jaglom,Director,Directing
6962,Sebastian Niemann,Director,Directing
16355,Ikegami Kazunori,Director,Directing
54099,Eric Weston,Director,Directing
49701,Jacques Rivette,Director,Directing
45948,François Truffaut,Director,Directing
45948,Jean-Luc Godard,Director,Directing
143344,Santiago A. Zannou,Director,Directing
49711,Patrice Leconte,Director,Directing
43027,Satyajit Ray,Director,Directing
45997,Marco Tullio Giordana,Director,Directing
46769,Jean-Pierre Melville,Director,Directing
60087,Al Adamson,Director,Directing
29420,Al Adamson,Director,Directing
29419,Al Adamson,Director,Directing
81937,Al Adamson,Director,Directing
3125,Al Adamson,Director,Directing
42477,Al Adamson,Director,Directing
82667,Al Adamson,Director,Directing
37042,Al Adamson,Director,Directing
5742,Russ Meyer,Director,Directing
5747,Russ Meyer,Director,Directing
5744,Russ Meyer,Director,Directing
5744,Albert Zugsmith,Director,Directing
5648,Russ Meyer,Director,Directing
5748,Russ Meyer,Director,Directing
22373,Ferzan Ozpetek,Director,Directing
254472,Benni Diez,Director,Directing
270771,Thomas S. Hammock,Director,Directing
248934,Dominik Graf,Director,Directing
347157,Mikko Niskanen,Director,Directing
129552,Peter von Bagh,Director,Directing
126692,Stan Brakhage,Director,Directing
85110,Stan Brakhage,Director,Directing
127148,Stan Brakhage,Director,Directing
127320,Stan Brakhage,Director,Directing
127323,Stan Brakhage,Director,Directing
207454,Walter Klenhard,Director,Directing
141603,Kanti Shah,Director,Directing
264999,Gregory Jacobs,Director,Directing
26599,John Hough,Director,Directing
260840,Renato Polselli,Director,Directing
346490,Visar Morina,Director,Directing
289891,Ami Canaan Mann,Director,Directing
200511,Jay Martin,Director,Directing
72808,Marco Ferreri,Director,Directing
148757,Marco Ferreri,Director,Directing
198466,Marco Ferreri,Director,Directing
81787,Marco Ferreri,Director,Directing
53914,Marco Ferreri,Director,Directing
53648,Marco Ferreri,Director,Directing
3935,Marco Ferreri,Director,Directing
63176,Marco Ferreri,Director,Directing
81775,Marco Ferreri,Director,Directing
108179,Marco Ferreri,Director,Directing
99095,Eduardo De Filippo,Director,Directing
99095,Luciano Salce,Director,Directing
99095,Marco Ferreri,Director,Directing
150605,Marco Ferreri,Director,Directing
61823,Marco Ferreri,Director,Directing
67378,Marco Ferreri,Director,Directing
99883,Marco Ferreri,Director,Directing
110924,Marco Ferreri,Director,Directing
110924,Isidoro M. Ferry,Director,Directing
93907,Marco Ferreri,Director,Directing
348090,Martha Burr,Director,Directing
85956,Brett Haley,Director,Directing
172824,Geoff Marslett,Director,Directing
112963,Zach Clark,Director,Directing
172548,Sean Gallagher,Director,Directing
155724,Brian Trenchard-Smith,Director,Directing
179603,Phil Rosen,Director,Directing
70046,John Patterson,Director,Directing
201350,Michael Landon Jr.,Director,Directing
60662,Sam Pillsbury,Director,Directing
42916,Steven Maguire,Director,Directing
226188,Peter Sullivan,Director,Directing
137310,Steve Boyum,Director,Directing
332354,Juanma Bajo Ulloa,Director,Directing
248426,Henrique Couto,Director,Directing
107262,Lou Antonio,Director,Directing
169594,Bob Ellis,Director,Directing
101176,Jonathan Zarantonello,Director,Directing
42971,Don McBrearty,Director,Directing
172729,Haylar Garcia,Director,Directing
71884,Mark Rosman,Director,Directing
46227,John Blizek,Director,Directing
261041,Ian Cheney,Director,Directing
253263,David Alvarado,Director,Directing
253263,Jason Sussberg,Director,Directing
98349,Jan Schütte,Director,Directing
75329,Sloane U'Ren,Director,Directing
59147,Antonello Grimaldi,Director,Directing
33429,Joe Lawlor,Director,Directing
33429,Christine Molloy,Director,Directing
75657,Reg Traviss,Director,Directing
305969,J.C. Schroder,Director,Directing
68050,Roberto Faenza,Director,Directing
41771,Shimako Sato,Director,Directing
59171,John Hough,Director,Directing
114221,Rona Mark,Director,Directing
15638,Laurent Tuel,Director,Directing
57709,Jean Beaudin,Director,Directing
151923,George T. Miller,Director,Directing
77625,Chris Thomson,Director,Directing
221161,Greg Olliver,Director,Directing
270221,Riccardo Paoletti,Director,Directing
66590,Waris Hussein,Director,Directing
120457,Matteo Rovere,Director,Directing
101956,Erik S. Weigel,Director,Directing
278927,Jon Favreau,Director,Directing
65973,Shigeyasu Yamauchi,Director,Directing
303857,Tadayoshi Yamamuro,Director,Directing
113525,Ralph Nelson,Director,Directing
82191,Ralph Nelson,Director,Directing
169962,Ralph Nelson,Director,Directing
344560,Charles Martin,Director,Directing
131830,Luciano Salce,Director,Directing
37501,Luciano Salce,Director,Directing
156140,Luciano Salce,Director,Directing
87194,Tex Avery,Director,Directing
316002,David O. Russell,Director,Directing
316002,Stephen Greene,Director,Directing
206514,Herbert Wise,Director,Directing
27379,Vadim Shmelyov,Director,Directing
41419,Tim Cox,Director,Directing
32158,Jo Dong-oh,Director,Directing
113958,Paul Schneider,Director,Directing
316654,Anurag Kashyap,Director,Directing
112672,Jodie Copelan,Director,Directing
70669,Mathieu Peteul,Director,Directing
70669,César Ducasse,Director,Directing
126306,Rotimi Rainwater,Director,Directing
259075,Tonino Ricci,Director,Directing
294819,Tonino Ricci,Director,Directing
105087,Tonino Ricci,Director,Directing
27743,Trace Slobotkin,Director,Directing
293270,Nanni Loy,Director,Directing
124504,Sergio Corbucci,Director,Directing
53121,Sterlin Harjo,Director,Directing
114594,Tom Waller,Director,Directing
172469,Bryan Poyser,Director,Directing
197626,Alex Graves,Director,Directing
126841,Tony Hiles,Director,Directing
297621,Rita Merson,Director,Directing
45377, E.W. Swackhamer,Director,Directing
167153,Carter,Director,Directing
23691,Stuart Gillard,Director,Directing
80327,Jocelyn Towne,Director,Directing
143547,Sam Shepard,Director,Directing
61542,Daniel Roby,Director,Directing
137484,Phil Borg,Director,Directing
39242,Manny Coto,Director,Directing
34557,Bradley Walsh,Director,Directing
78096,Ed Bianchi,Director,Directing
102931,Peter Markle,Director,Directing
188529,David Bezmozgis,Director,Directing
285856,Jefferson Moneo,Director,Directing
20227,Andrew Morahan,Director,Directing
101752,Hidekazu Takahara,Director,Directing
319090,Zhou Hao,Director,Directing
129067,Peter Foldes,Director,Directing
41141,Lauri Törhönen,Director,Directing
203801,Guy Ritchie,Director,Directing
320385,Patrick Forbes,Director,Directing
293625,Anthony Spadaccini,Director,Directing
172785,Jessie McCormack,Director,Directing
38246,Jeffrey Obrow,Director,Directing
44952,Vlad Yudin,Director,Directing
63971,Martin Huberty,Director,Directing
240737,Michael Kristoff,Director,Directing
74546,Alex Stockman,Director,Directing
112878,Eugene Jarecki,Director,Directing
137683,Ishai Setton,Director,Directing
134018,Vadim Glowna,Director,Directing
163583,William Katt,Director,Directing
82634,Daniel Young,Director,Directing
323027,Sam Liu,Director,Directing
83785,George Mendeluk,Director,Directing
133738,Camilo Vila,Director,Directing
41950,Sollace Mitchell,Director,Directing
212752,Terry Miles,Director,Directing
77852,Jason Shumway,Director,Directing
77852,Matt Shumway,Director,Directing
12638,Peter Keglevic,Director,Directing
62557,Soopum Sohn,Director,Directing
219248,Ron Senkowski,Director,Directing
14983,Franklin Guerrero Jr.,Director,Directing
169644,Christian James,Director,Directing
87884,Howard Avedis,Director,Directing
128612,Mark H. Baker,Director,Directing
83583,Bob Fugger,Director,Directing
199056,Thomas Beatty,Director,Directing
41342,Brendon O'Loughlin,Director,Directing
331737,Vanessa Hope,Director,Directing
286372,Michael G. Bartlett,Director,Directing
337879,Millie Loredo,Director,Directing
215023,Tyler Spindel,Director,Directing
188758,Katrin Gebbe,Director,Directing
255798,Joe Dante,Director,Directing
287689,Jake Szymanski,Director,Directing
333594,Kane Senes,Director,Directing
285783,Robert Zemeckis,Director,Directing
300671,Michael Bay,Director,Directing
324670,Nic Mathieu,Director,Directing
273169,Audrey Dana,Director,Directing
74645,Gualtiero Jacopetti,Director,Directing
74645,Franco Prosperi,Director,Directing
134679,Franco Prosperi,Director,Directing
319167,Doug Aitken,Director,Directing
154980,Robert Enrico,Director,Directing
277582,Tina Mascara,Director,Directing
277582,Guido Santi,Director,Directing
156084,Chris Perkel,Director,Directing
156084,Georgie Roland,Director,Directing
343934,Rhys Thomas,Director,Directing
66346,Suresh Krissna,Director,Directing
127856,Alice Winocour,Director,Directing
48412,Paul Wendkos,Director,Directing
29964,Herb Freed,Director,Directing
104974,Alexander Singer,Director,Directing
159324,William A. Graham,Director,Directing
88658,Robert Dornhelm,Director,Directing
308077,Sebastián Silva,Director,Directing
348499,Chris Riedell,Director,Directing
348499,Nick Riedell,Director,Directing
348507,Robert Iscove,Director,Directing
348528,Gerald Fox,Director,Directing
62134,Alain Berbérian,Director,Directing
57311,Benoît Pétré,Director,Directing
54627,Denis Rabaglia,Director,Directing
77000,Massimo Martelli,Director,Directing
85038,Luca Miniero,Director,Directing
61940,Giambattista Avellino,Director,Directing
24168,Gabriele Salvatores,Director,Directing
58444,Fausto Brizzi,Director,Directing
42679,Giuseppe Piccioni,Director,Directing
56041,Lucio Pellegrini,Director,Directing
139504,Silvio Soldini,Director,Directing
63190,Ricky Tognazzi,Director,Directing
147868,Alessandro Genovesi,Director,Directing
63365,Giorgia Cecere,Director,Directing
133788,Giuseppe Piccioni,Director,Directing
108664,Stefano Chiantini,Director,Directing
23509,Giovanni Veronesi,Director,Directing
73869,Gian Alfonso Pacinotti,Director,Directing
46128,Gian Paolo Cugno,Director,Directing
57713,Valerio Jalongo,Director,Directing
77944,Alessandro Genovesi,Director,Directing
58518,Lucio Pellegrini,Director,Directing
22182,Claudio Cupellini,Director,Directing
56844,Francesca Comencini,Director,Directing
56014,Fausto Brizzi,Director,Directing
59570,Massimiliano Bruno,Director,Directing
58453,Piergiorgio Gay,Director,Directing
60650,Philippe Claudel,Director,Directing
145872,Saverio Di Biagio,Director,Directing
56400,Francesca Archibugi,Director,Directing
58531,Francesco Munzi,Director,Directing
72057,Marco Bellocchio,Director,Directing
123375,Francesca Comencini,Director,Directing
160844,Maurizio Casagrande,Director,Directing
49850,Claudio Cupellini,Director,Directing
169692,Edoardo Gabbriellini,Director,Directing
137315,Paolo Virzì,Director,Directing
166262,Gianluca Ansanelli,Director,Directing
141810,Ivano De Matteo,Director,Directing
162282,Paolo Genovese,Director,Directing
58013,Paolo Genovese,Director,Directing
146364,Francesco Amato,Director,Directing
238705,Pupi Avati,Director,Directing
195544,Fausto Brizzi,Director,Directing
171826,Rolando Ravello,Director,Directing
175116,Edoardo Leo,Director,Directing
156547,Carlo Vanzina,Director,Directing
158182,Giorgio Diritti,Director,Directing
184681,Alina Marazzi,Director,Directing
270479,Arturo Brachetti,Director,Directing
178915,Riccardo Milani,Director,Directing
186982,Marco Ponti,Director,Directing
182415,Giacomo Campiotti,Director,Directing
169069,Umberto Riccioni Carteni,Director,Directing
201010,Marco Risi,Director,Directing
58204,Sergio Castellitto,Director,Directing
250219,Sydney Sibilia,Director,Directing
249457,Francesco Patierno,Director,Directing
191820,Bernard Rose,Director,Directing
153774,Alicia Scherson,Director,Directing
262789,Rolando Ravello,Director,Directing
24243,Laís Bodanzky,Director,Directing
247218,Luca Miniero,Director,Directing
231565,Matteo Oleotto,Director,Directing
197089,Valeria Bruni Tedeschi,Director,Directing
215628,Bruno Oliviero,Director,Directing
226936,Massimo Venier,Director,Directing
234356,Giovanni Veronesi,Director,Directing
56853,Mario Martone,Director,Directing
228290,Rocco Papaleo,Director,Directing
235208,Marco Simon Puccioni,Director,Directing
287935,Roger Spottiswoode,Director,Directing
301272,Salvatore Ficarra,Director,Directing
301272,Valentino Picone,Director,Directing
262785,Mirko Locatelli,Director,Directing
348544,Bertie Stephens,Director,Directing
38328,Giovanni Veronesi,Director,Directing
57112,Massimo Venier,Director,Directing
42808,Giorgio Diritti,Director,Directing
58703,Daniele Luchetti,Director,Directing
57110,Daniele Luchetti,Director,Directing
58714,Enzo Monteleone,Director,Directing
62349,Alessandro Angelini,Director,Directing
84739,Gianluca Maria Tavarelli,Director,Directing
42675,Giovanni Veronesi,Director,Directing
56994,Pupi Avati,Director,Directing
51917,Paolo Virzì,Director,Directing
56974,Cristina Comencini,Director,Directing
23619,Giulio Manfredonia,Director,Directing
58011,Mario Monicelli,Director,Directing
58400,Luca Lucini,Director,Directing
15681,Fausto Brizzi,Director,Directing
53957,Salvatore Ficarra,Director,Directing
53957,Valentino Picone,Director,Directing
53957,Giambattista Avellino,Director,Directing
56339,Giulio Manfredonia,Director,Directing
35554,Gennaro Nunziante,Director,Directing
58060,Andrea Molaioli,Director,Directing
78854,Francesco Bruni,Director,Directing
62029,Pasquale Festa Campanile,Director,Directing
165550,Jim Donovan,Director,Directing
85009,Tony Lo Bianco,Director,Directing
18441,Sean Tretta,Director,Directing
292988,Tara Anaïse,Director,Directing
273511,Alin Bijan,Director,Directing
80473,J.S. Cardone,Director,Directing
257975,Martin Gooch,Director,Directing
301748,Jonathan Silverman,Director,Directing
301748,Jennifer Finnigan,Director,Directing
82115,Sevé Schelenz,Director,Directing
89847,Frankie Latina,Director,Directing
273084,Jean Veber,Director,Directing
128625,Matthew Carnahan,Director,Directing
191094,Frank Merle,Director,Directing
38162,Sidney J. Furie,Director,Directing
290235,Andy Palmer,Director,Directing
129530,Kamal Ahmed,Director,Directing
28741,Graham Reznick,Director,Directing
219645,Donna Deitch,Director,Directing
124054,Christopher Ray,Director,Directing
348574,Anthony Barnao,Director,Directing
336560,A.B. Stone,Director,Directing
292607,Nicholas Mross,Director,Directing
45939,Lionel Delplanque,Director,Directing
299245,Travis Cluff,Director,Directing
299245,Chris Lofing,Director,Directing
78339,Shawn Holmes,Director,Directing
51986,Jay Lowi,Director,Directing
239417,Nurbek Egen,Director,Directing
280512,Jay Chapman,Director,Directing
295368,Jay Chapman,Director,Directing
64943,Giuliano Montaldo,Director,Directing
266353,Kenny Leon,Director,Directing
240566,Sion Sono,Director,Directing
53851,Walter Lang,Director,Directing
17048,Peng-Yi Chang ,Director,Directing
224908,Carl Bessai,Director,Directing
63438,Vincent McEveety,Director,Directing
295279,Huang Jianxin,Director,Directing
277687,Sarah Adina Smith,Director,Directing
110447,Marco Bellocchio,Director,Directing
326139,Kyle Rideout,Director,Directing
19560,Gary Yates,Director,Directing
117700,Rachel Talalay,Director,Directing
89870,Diane Paragas,Director,Directing
89870,Nelson George,Director,Directing
40039,Gary Jones,Director,Directing
43200,Rocco Papaleo,Director,Directing
22335,Lee Demarbre,Director,Directing
228101,Bilal Lashari,Director,Directing
23717,Shoaib Mansoor,Director,Directing
58195,Alex Infascelli,Director,Directing
18618,Nick Gaitatjis,Director,Directing
54155,Romain Goupil,Director,Directing
284362,Edison Cájas,Director,Directing
293299,Patrick Osborne,Director,Directing
44869,Victor Fleming,Director,Directing
39318,Norman Z. McLeod,Director,Directing
102038,Gordon Douglas,Director,Directing
338353,Colin Offland,Director,Directing
29737,Michael Schultz,Director,Directing
176867,Lewis Seiler,Director,Directing
77641,John Peyser,Director,Directing
293901,Andrew P. Jones,Director,Directing
115260,Brian Ackley,Director,Directing
58903,William Malone,Director,Directing
286657,Oklahoma Ward,Director,Directing
127594,Gregory Orr,Director,Directing
28450,Juan Piquer Simón,Director,Directing
166161,Larry Wade Carrell,Director,Directing
211528,Sacha Bennett,Director,Directing
82136,Olallo Rubio,Director,Directing
238358,Michael Gordon,Director,Directing
226792,C. B. Harding,Director,Directing
41345,Mo Ali,Director,Directing
172390,Jo Kastner,Director,Directing
335970,Fred Wolf,Director,Directing
26948,Harold D. Schuster,Director,Directing
320433,Rob Baard,Director,Directing
320433,John Balazs,Director,Directing
283201,Homi Adajania,Director,Directing
54392,Basil Dearden,Director,Directing
279144,Jon Schnepp,Director,Directing
85643,Les Blank,Director,Directing
85643,Maureen Gosling,Director,Directing
119801,Boris Sagal,Director,Directing
49418,David Cherkasskiy,Director,Directing
28561,Harold Daniels,Director,Directing
290672,Joey Travolta,Director,Directing
250622,Sam Pillsbury,Director,Directing
2166,Malcolm Mowbray,Director,Directing
198521,Jerry Schatzberg,Director,Directing
107352,Mark Sobel,Director,Directing
197491,Norman Taurog,Director,Directing
133469,Olivier Dahan,Director,Directing
114887,Zak Levitt,Director,Directing
20389,Kathrine Windfeld,Director,Directing
86154,Eduardo Mignogna,Director,Directing
29466,Rex Ingram,Director,Directing
41002,Miguel M. Delgado,Director,Directing
39535,José María Forqué,Director,Directing
13296,Cem Yılmaz,Director,Directing
13296,Ali Taner Baltaci,Director,Directing
95862,John S. Robertson,Director,Directing
181850,Joshua White,Director,Directing
181850,Wilford Leach,Director,Directing
73203,Michael Reeves,Director,Directing
34098,Tony Randel,Director,Directing
29260,Richard Fleischer,Director,Directing
35951,Gregory Gieras,Director,Directing
47410,William Fruet,Director,Directing
43533,Anthony Mann,Director,Directing
79526,Jos Stelling,Director,Directing
231263,Theo Love,Director,Directing
120475,Yoshihiro Ueda,Director,Directing
87593,Jay Duplass,Director,Directing
132894,Mario Philip Azzopardi,Director,Directing
95758,Paul Davids,Director,Directing
347688,Tony Cervone,Director,Directing
347688,Spike Brandt,Director,Directing
323383,Anthony DiBlasi,Director,Directing
207699,Stanley Lewis,Director,Directing
47447,Mihalis Kakogiannis,Director,Directing
46230,V.V. Dachin Hsu,Director,Directing
46230,Michael W. Leighton,Director,Directing
60843,Kitarou Kousaka,Director,Directing
53315,Bernard Rose,Director,Directing
71763,Mark L. Lester,Director,Directing
45511,Marcus Spiegel,Director,Directing
31991,Michael Feifer,Director,Directing
21214,Michael DeLorenzo,Director,Directing
70583,C.S. Drury,Director,Directing
83473,Allen Kellogg,Director,Directing
20012,Gilbert M. Shilton,Director,Directing
31954,Jim Wynorski,Director,Directing
132137,Louis Morneau,Director,Directing
51938,David Ogden,Director,Directing
70351,Marina Sargenti,Director,Directing
131116,Krzysztof Krauze,Director,Directing
131116,Joanna Kos-Krauze,Director,Directing
79247,Przemyslaw Angerman,Director,Directing
65696,Piotr Wereśniak,Director,Directing
226702,Ryszard Bugajski,Director,Directing
38141,Lee H. Katzin,Director,Directing
116997,Dino Risi,Director,Directing
34334,Craig Bolotin,Director,Directing
262517,Ali Khamrayev,Director,Directing
315575,Arnaud Desplechin,Director,Directing
12578,Alf Brustellin,Director,Directing
12578,Hans Peter Cloos,Director,Directing
12578,Rainer Werner Fassbinder,Director,Directing
12578,Alexander Kluge,Director,Directing
12578,Beate Mainka-Jellinghaus,Director,Directing
12578,Maximiliane Mainka,Director,Directing
12578,Edgar Reitz,Director,Directing
12578,Katja Rupé,Director,Directing
12578,Volker Schlöndorff,Director,Directing
12578,Peter Schubert,Director,Directing
12578,Bernhard Sinkel,Director,Directing
204016,Tomas Leach,Director,Directing
182560,Gilles Paquet-Brenner,Director,Directing
48751,Michael Gleissner,Director,Directing
3602,Sylvain White,Director,Directing
78210,Philippe Lioret,Director,Directing
61638,Joseph Losey,Director,Directing
77939,Benoît Jacquot,Director,Directing
55853,Jacques Rivette,Director,Directing
44508,Jamie Yerkes,Director,Directing
103753,Hong Sang-soo,Director,Directing
214699,Jean-Pierre Ponnelle,Director,Directing
142373,Jacques Rivette,Director,Directing
142374,Jacques Rivette,Director,Directing
65040,Jacques Rivette,Director,Directing
77673,Gérard Oury,Director,Directing
259963,Dito Montiel,Director,Directing
54734,Mike Tollin,Director,Directing
54743,Fritz Mitchell,Director,Directing
54744,Billy Corben,Director,Directing
54731,Sean Pamphilon,Director,Directing
54731,Royce Toni,Director,Directing
54685,Al Szymanski,Director,Directing
54746,Lisa Lax,Director,Directing
54746,Nancy Stern Winters,Director,Directing
54677,MLB Productions,Director,Directing
54692,Michael Tolajian,Director,Directing
54694,Thaddeus D. Matula,Director,Directing
142161,Daniel Gordon,Director,Directing
149255,Michael Bonfiglio,Director,Directing
188509,Ken Rodgers,Director,Directing
233466,Sam George,Director,Directing
232048,Brian Koppelman,Director,Directing
232048,David Levien,Director,Directing
251425,Nanette Burstein,Director,Directing
259679,Ezra Edelman,Director,Directing
163814,Mark Griffiths,Director,Directing
336804,Deniz Gamze Ergüven,Director,Directing
163343,John Hubley,Director,Directing
337677,Michel Gondry,Director,Directing
101183,Claude Chabrol,Director,Directing
77248,Kouji Morimoto,Director,Directing
77248,Tatsuyuki Tanaka,Director,Directing
77248,Kazuto Nakazawa,Director,Directing
77248,Masahiro Maeda,Director,Directing
77248,Shinya Ohara,Director,Directing
62931,Fuminori Kizaki,Director,Directing
16224,Kinji Yoshimoto,Director,Directing
189227,Nalan Kumarasamy,Director,Directing
66224,Vasanthabalan,Director,Directing
69598,Ameer Sultan,Director,Directing
191476,Kenneth Anger,Director,Directing
